series_index,series_title,question_number,level,points,image_url,local_image_path,A,B,C,D,correct_answer_text,correct_letter
3,Série 3,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194893814-jdjowu.png,tcf_full_output\images\series_03_q13.png,Elles adorent utiliser Facebook,Elles enseignent dans la même école,Elles habitent dans le même pays,Elles ont la même famille adoptive,Elles habitent dans le même pays,C
3,Série 3,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894857-6svue8.png,tcf_full_output\images\series_03_q14.png,La difficulté de trouver un stage à travailler,La nécessite de s’exiler pour pouvoir travailler,Le manque de formation des jeunes diplômés,Le niveau trop faible des salaires proposés,La nécessite de s’exiler pour pouvoir travailler,B
3,Série 3,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894938-h5x9tr.png,tcf_full_output\images\series_03_q15.png,D’alléger les emplois du temps le lundi pour les professeurs,De permettre aux enfants de faire leur travail du soir en classe,De supprimer totalement le travail à la maison pour les élèves,D’inviter les parents à des visites régulières de l’établissement,De permettre aux enfants de faire leur travail du soir en classe,B
3,Série 3,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194895094-ki4rhp.png,tcf_full_output\images\series_03_q16.png,De faciliter les rencontres avec des sportifs handicapés,De trouver des entraineurs spécialisés en handisport,D’encourager les personnes handicapées à faire du sport,D’organiser les matches avec des sportifs handicapés,D’encourager les personnes handicapées à faire du sport,C
3,Série 3,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894358-10ocgi.png,tcf_full_output\images\series_03_q17.png,Leur curiosité,Leur imagination,Leur mémoire,Leur obéissance,Leur curiosité,A
3,Série 3,18,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894362-scb433.png,tcf_full_output\images\series_03_q18.png,Des idées de stages en entreprises,Un guide des démarches d’inscription,Une méthode pour choisir une formation,Une sélection des meilleures universités,Une méthode pour choisir une formation,C
3,Série 3,19,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194893294-mx9g1m.png,tcf_full_output\images\series_03_q19.png,Annuler un rendez-vous,Chercher des documents,Envoyer un curriculum vitae,Téléphoner à l’entreprise,Téléphoner à l’entreprise,D
3,Série 3,20,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894129-ebuadx.png,tcf_full_output\images\series_03_q20.png,Annoncer l’achat d’un appartement,Donner des nouvelles à des amis,Envoyer des vœux de nouvel an,Organiser un voyage en Corse,Envoyer des vœux de nouvel an,C
3,Série 3,21,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194893235-u9emt2.png,tcf_full_output\images\series_03_q21.png,La priorité donnée à l’aspect écologique.,La prise en compte de l’opinion publique.,Le caractère provisoire de l’installation,Le choix des matériaux de fabrication,La prise en compte de l’opinion publique.,B
3,Série 3,22,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894247-2ue9ck.png,tcf_full_output\images\series_03_q22.png,Ils éloignent les jeunes du monde des adultes.,Ils entrainent des comportements de type additif.,Ils ont tendance à couper les adolescents du réel.,Ils peuvent être utilisés comme outils de contrôle.,Ils peuvent être utilisés comme outils de contrôle.,D
3,Série 3,23,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894326-6thzij.png,tcf_full_output\images\series_03_q23.png,Le résultat d’une lutte menée par des gens orgueilleux et intolérants.,Le triomphe d’une opinion émise par Apollinaire mais autrefois combattue.,Un miracle dû à la persévérance des archéologues sur plusieurs continents.,La consécration des œuvres européennes jusqu’alors remisées dans les musées.,Le triomphe d’une opinion émise par Apollinaire mais autrefois combattue.,B
3,Série 3,24,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894194-5dq6gb.png,tcf_full_output\images\series_03_q24.png,La fréquence de ses congénères.,L’amélioration de son habitat naturel.,Les mutations de son organisme.,L’extermination des autres espèces.,La fréquence de ses congénères.,A
3,Série 3,25,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894158-iu0bfk.png,tcf_full_output\images\series_03_q25.png,Elle aura un meilleur pouvoir d’achat sous peu.,Elle se débrouille sans l’aide de personne.,Elle trouvera facilement un emploi après l’université.,Elle va habiter près de chez ses parents.,Elle aura un meilleur pouvoir d’achat sous peu.,A
3,Série 3,26,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194895362-9vv05t.png,tcf_full_output\images\series_03_q26.png,La consommation de gaz dans le monde augmente.,La demande croissante en gaz a des effets sur le climat.,Les besoins en gaz des Américains sont supérieurs à l’offre.,Les ressources en gaz à l’échelle mondiale s’accroissent.,Les ressources en gaz à l’échelle mondiale s’accroissent.,D
3,Série 3,27,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194895129-m4g2x1.png,tcf_full_output\images\series_03_q27.png,Un obstacle pour les bateaux de pêche.,Un réchauffement dramatique des eaux.,Un risque d’intoxication des populations du Pacifique.,Une diminution de la diversité de la faune océanique.,Une diminution de la diversité de la faune océanique.,D
3,Série 3,28,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894105-taiwi2.png,tcf_full_output\images\series_03_q28.png,La manipulation des clients par les industriels.,L’attitude imprévisible des consommateurs.,L’uniformisation des saveurs des goûts.,L’utilisation abusive des produits de synthèse.,La manipulation des clients par les industriels.,A
3,Série 3,29,B2,21,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894351-kgd2k2.png,tcf_full_output\images\series_03_q29.png,Aux hôtes du parlement.,Aux idées débattues.,Aux pays représentés.,Aux projets de loi votés.,Aux hôtes du parlement.,A
3,Série 3,30,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894021-u3m2q2.png,tcf_full_output\images\series_03_q30.png,Il commente une loi.,Il donne un conseil.,Il formule une plainte.,Il raconte une anecdote.,Il donne un conseil.,B
3,Série 3,31,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894386-k63k6t.png,tcf_full_output\images\series_03_q31.png,Les coûts élevés des investissements.,Les faibles qualifications des employés.,Les réticences émises par la clientèle.,Les spécificités de certains métiers.,Les réticences émises par la clientèle.,C
3,Série 3,32,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894367-hsyoii.png,tcf_full_output\images\series_03_q32.png,Aider les femmes à se battre pour améliorer leur situation familiale.,Amener les spectateurs à s’émouvoir d’un quotidien douloureux.,Démontrer que la condition de la femme dans les cités est désastreuse.,Informer des difficultés que peuvent rencontrer les enfants des cités.,Amener les spectateurs à s’émouvoir d’un quotidien douloureux.,B
3,Série 3,33,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894100-wve5v3.png,tcf_full_output\images\series_03_q33.png,Les familles dont opposées à toute modification.,Les impacts financiers demeurent insurmontables.,Les intérêts en jeu sont difficilement compatibles.,Les opinions des experts sont en tout désaccord.,Les intérêts en jeu sont difficilement compatibles.,C
3,Série 3,34,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894333-2957wf.png,tcf_full_output\images\series_03_q34.png,Donner une dimension nouvelle aux lieux mis en scène.,Permettre la réhabilitation des monuments historiques.,Transformer de manière durable les bâtiments illumines.,Valoriser culturellement des zones urbaines délaissées.,Donner une dimension nouvelle aux lieux mis en scène.,A
3,Série 3,35,C1,26,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894181-h9pqkc.png,tcf_full_output\images\series_03_q35.png,À gagner du temps.,À minimiser les aléas.,À réduire les frais.,À simplifier les procédures,À minimiser les aléas.,B
3,Série 3,36,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894188-g663lk.png,tcf_full_output\images\series_03_q36.png,Il apaise les tensions de la société.,Il insiste sur le point de vue matériel.,Il propose des programmes utopiques.,Il traite les problèmes liés aux sols.,Il insiste sur le point de vue matériel.,B
3,Série 3,37,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894143-itquyr.png,tcf_full_output\images\series_03_q37.png,Il est complet.,Il est concis.,Il est innovant.,Il est irréfutable,Il est complet.,A
3,Série 3,38,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894242-m3e60v.png,tcf_full_output\images\series_03_q38.png,Elle demande de posséder des talents d’acteur.,Elle dessert le travail d’écriture du romancier.,Elle est particulièrement adaptée au petit écran.,Elle rend les émissions littéraires prétentieuses.,Elle dessert le travail d’écriture du romancier.,B
3,Série 3,39,C2,33,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194894339-l1sq2q.png,tcf_full_output\images\series_03_q39.png,Former des scientifiques à la prévention des risques écologiques.,Innover dans les moyens de lutter contre les pollutions fluviales.,Observer l’écosystème dans une région de grands fleuves.,Représerver le gouvernement français lors d’une rencontre.,Observer l’écosystème dans une région de grands fleuves.,C
4,Série 4,1,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898350-f8doid.png,tcf_full_output\images\series_04_q01.png,Il dort,Il joue,Il mange,Il travaille,Il travaille,D
4,Série 4,2,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194897151-vy8rhi.png,tcf_full_output\images\series_04_q02.png,• À h 55,• À h 55,• À h 35,• À h 55,• À h 35,C
4,Série 4,3,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194897123-t6em2t.png,tcf_full_output\images\series_04_q03.png,À la gare,À la maison,Au cinéma,Au travail,À la maison,B
4,Série 4,4,A1,3,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194897132-wolet6.png,tcf_full_output\images\series_04_q04.png,Devant la mairie,Près de l’entrée du supermarché,Derrière le bâtiment de la poste,En face du parc,Derrière le bâtiment de la poste,C
4,Série 4,5,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898386-jvxpat.png,tcf_full_output\images\series_04_q05.png,La visite d’un bateau.,Une promenade en mer.,Une promenade en ville.,La visite du port d'Arcachon.,Une promenade en mer.,B
4,Série 4,6,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194899277-bryxp3.png,tcf_full_output\images\series_04_q06.png,Il accueille les élèves et leurs parents,Il est ouvert seulement au printemps,Il est réservé aux écoles de Bretagne,Il informe les enfants sur la nature,Il informe les enfants sur la nature,D
4,Série 4,7,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898431-ggi8ai.png,tcf_full_output\images\series_04_q07.png,Un cadeau,Une publicité,Une visite,Une lettre,Un cadeau,A
4,Série 4,8,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898374-1dfqey.png,tcf_full_output\images\series_04_q08.png,D’acheter des plates à bon prix,De faire des courses en ligne,De participer à un concours,De recevoir des outils gratuits,De participer à un concours,C
4,Série 4,9,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898025-2iv15w.png,tcf_full_output\images\series_04_q09.png,D’apporter le déjeuner,D’avancer le rendez-vous,De consulter les documents,De prévenir ses collègues,De prévenir ses collègues,D
4,Série 4,10,A2,9,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898194-qqzf02.png,tcf_full_output\images\series_04_q10.png,Pour annoncer son retour,Pour parler de son travail,Pour prendre des nouvelles,Pour raconter ses vacances,Pour raconter ses vacances,D
4,Série 4,11,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898342-pf3bei.png,tcf_full_output\images\series_04_q11.png,Participer à un stage de plusieurs jours,S’informer sur le monde professionnel,S’inscrire à un cours réservé aux jeunes,Trouver de l’aide pour écrire un CV,S’informer sur le monde professionnel,B
4,Série 4,12,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898313-z5xw3x.png,tcf_full_output\images\series_04_q12.png,Voyagent plutôt dans l’Union Européenne,Visitent de préférence leurs pays d’origine,Découvrent les pays e leurs voisins,S’aventurent dans les pays lointains,S’aventurent dans les pays lointains,D
4,Série 4,13,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898046-yja4le.png,tcf_full_output\images\series_04_q13.png,Elles ont besoin d'accompagnement.,Elles ont peur de quitter leur logement.,Elles souffrent de grande solitude,Elles suivent des traitements couteux,Elles ont besoin d'accompagnement.,A
4,Série 4,14,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898290-nke22w.png,tcf_full_output\images\series_04_q14.png,À l’étranger,Dans les Alpes,En Europe,En France,En France,D
4,Série 4,15,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194899217-pvqexm.png,tcf_full_output\images\series_04_q15.png,Leurs curiosité,Leur imagination,Leur mémoire,Leur obéissance,Leurs curiosité,A
4,Série 4,16,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194899126-45vnzc.png,tcf_full_output\images\series_04_q16.png,De les produire de façon écologique,De les revendre à un prix réduit,De les transformer en vêtement,De les utiliser comme monnaie,De les utiliser comme monnaie,D
4,Série 4,17,B1,15,https://qrcmv2rhibwpawwn.public.blob.vercel-storage.com/images/1767194898077-0mc5m8.png,tcf_full_output\images\series_04_q17.png,Exposer l’ensemble de ses qualités professionnelles,Faire la preuve de son désir de travailler,Parler avec enthousiasme de ses projets,Parler des emplois qu’on a déjà occupés,Faire la preuve de son désir de travailler,B
